11/27/2020,52549,21.666666666666668,
11/27/2020,52617,21.63,
11/27/2020,52684,21.636666666666667,
11/27/2020,52751,21.633333333333333,
11/27/2020,52819,21.64,
11/27/2020,52886,21.69,
11/27/2020,52953,21.706666666666667,
11/27/2020,53021,21.766666666666666,
11/27/2020,53088,21.863333333333333,
11/27/2020,53155,21.95,
11/27/2020,53223,22.033333333333335,
11/27/2020,53290,21.956666666666667,
11/27/2020,53358,21.976666666666667,
11/27/2020,53425,21.983333333333334,
11/27/2020,53492,21.926666666666666,
11/27/2020,53560,21.88,
11/27/2020,53627,21.956666666666667,
11/27/2020,53694,21.916666666666668,
11/27/2020,53762,21.823333333333334,
11/27/2020,53829,21.746666666666666,
11/27/2020,53896,21.42,
11/27/2020,53964,21.19333333333333,
11/27/2020,54031,21.006666666666668,
11/27/2020,54098,20.873333333333335,
11/27/2020,54166,20.63,
11/27/2020,54233,20.553333333333335,
11/27/2020,54301,20.44,
11/27/2020,54368,20.35333333333333,
11/27/2020,54435,20.476666666666667,
11/27/2020,54503,20.696666666666665,
11/27/2020,54570,20.89,
11/27/2020,54637,21.086666666666666,
11/27/2020,54705,21.223333333333333,
11/27/2020,54772,21.286666666666665,
11/27/2020,54839,21.336666666666666,
11/27/2020,54907,21.42,
11/27/2020,54974,21.433333333333334,
11/27/2020,55041,21.453333333333333,
11/27/2020,55109,21.46,
11/27/2020,55176,21.523333333333333,
11/27/2020,55244,21.786666666666665,
11/27/2020,55311,22.05,
11/27/2020,55378,22.23,
11/27/2020,55446,22.446666666666665,
11/27/2020,55513,22.57,
11/27/2020,55580,22.67,
11/27/2020,55648,22.79,
11/27/2020,55715,22.83,
11/27/2020,55783,22.746666666666666,
11/27/2020,55850,22.653333333333332,
11/27/2020,55917,22.476666666666667,
11/27/2020,55985,22.436666666666667,
11/27/2020,56052,22.313333333333333,
11/27/2020,56119,22.286666666666665,
11/27/2020,56187,22.273333333333333,
11/27/2020,56254,22.25,
11/27/2020,56321,22.21,
11/27/2020,56389,22.213333333333335,
11/27/2020,56456,22.19,
11/27/2020,56524,22.136666666666667,
11/27/2020,56591,22.166666666666668,
11/27/2020,56658,22.133333333333333,
11/27/2020,56726,22.15,
11/27/2020,56793,22.113333333333333,
11/27/2020,56860,22.123333333333335,
11/27/2020,56928,22.206666666666667,
11/27/2020,56995,22.013333333333332,
11/27/2020,57062,22.083333333333332,
11/27/2020,57130,21.99,
11/27/2020,57197,22.03,
11/27/2020,57265,21.996666666666666,
11/27/2020,57332,22.033333333333335,
11/27/2020,57399,21.94333333333333,
11/27/2020,57467,21.926666666666666,
11/27/2020,57534,21.863333333333333,
11/27/2020,57601,21.75,
11/27/2020,57669,21.786666666666665,
11/27/2020,57736,21.80666666666667,
11/27/2020,57803,21.82,
11/27/2020,57871,21.866666666666667,
11/27/2020,57938,21.886666666666667,
11/27/2020,58006,21.836666666666666,
11/27/2020,58073,21.873333333333335,
11/27/2020,58140,21.873333333333335,
11/27/2020,58208,22.01,
11/27/2020,58275,21.923333333333332,
11/27/2020,58410,22.05,
11/27/2020,58477,21.973333333333333,
11/27/2020,58612,21.973333333333333,
11/27/2020,58612,21.973333333333333,
11/27/2020,58680,21.89,
11/27/2020,58747,21.846666666666668,
11/27/2020,58814,21.796666666666667,
11/27/2020,58882,21.75,
11/27/2020,58949,21.763333333333332,
11/27/2020,59016,21.706666666666667,
11/27/2020,59084,21.663333333333334,
11/27/2020,59151,21.653333333333332,
11/27/2020,59218,21.613333333333333,
11/27/2020,59286,21.613333333333333,
11/27/2020,59353,21.656666666666666,
11/27/2020,59421,21.593333333333334,
11/27/2020,59488,21.586666666666666,
11/27/2020,59555,21.526666666666667,
11/27/2020,59623,21.5,
11/27/2020,59690,21.483333333333334,
11/27/2020,59757,21.476666666666667,
11/27/2020,59825,21.48,
11/27/2020,59892,21.493333333333332,
11/27/2020,59960,21.46,
11/27/2020,60027,21.386666666666667,
11/27/2020,60094,21.39666666666667,
11/27/2020,60162,21.466666666666665,
11/27/2020,60229,21.483333333333334,
11/27/2020,60296,21.43,
11/27/2020,60364,21.473333333333333,
11/27/2020,60431,21.486666666666668,
11/27/2020,60498,21.593333333333334,
11/27/2020,75014,21.046666666666667,
11/27/2020,75081,21.016666666666666,
11/27/2020,75148,21.02,
11/27/2020,75216,21.02,
11/27/2020,75283,21.10333333333333,
11/27/2020,75350,21.363333333333333,
11/27/2020,75418,21.573333333333334,
11/27/2020,75485,21.716666666666665,
11/27/2020,75553,21.85,
11/27/2020,75620,22.003333333333334,
11/27/2020,75687,22.123333333333335,
11/27/2020,75755,22.223333333333333,
11/27/2020,75822,22.35333333333333,
11/27/2020,75889,22.406666666666666,
11/27/2020,75957,22.493333333333332,
11/27/2020,76024,22.5,
11/27/2020,76091,22.326666666666668,
11/27/2020,76159,22.186666666666667,
11/27/2020,76226,22.05666666666667,
11/27/2020,76294,21.92,
11/27/2020,76361,21.793333333333333,
11/27/2020,76428,21.576666666666668,
11/27/2020,76496,21.53,
11/27/2020,76563,21.423333333333332,
11/27/2020,76630,21.363333333333333,
11/27/2020,76698,21.423333333333332,
11/27/2020,76765,21.426666666666666,
11/27/2020,76832,21.35333333333333,
11/27/2020,76900,21.273333333333333,
11/27/2020,76967,21.26,
11/27/2020,77034,21.22,
11/27/2020,77102,21.196666666666665,
11/27/2020,77169,21.14,
11/27/2020,77237,21.13,
11/27/2020,77304,21.09,
11/27/2020,77371,21.126666666666665,
11/27/2020,77439,21.25,
11/27/2020,77506,21.356666666666666,
11/27/2020,77573,21.52,
11/27/2020,77641,21.713333333333335,
11/27/2020,77708,21.796666666666667,
11/27/2020,77776,21.84,
11/27/2020,77843,21.903333333333332,
11/27/2020,77910,21.906666666666666,
11/27/2020,77978,21.946666666666665,
11/27/2020,78045,21.94333333333333,
11/27/2020,78112,22.006666666666668,
11/27/2020,78180,22.05666666666667,
11/27/2020,78247,22.11,
11/27/2020,78314,22.13,
11/27/2020,78382,22.173333333333332,
11/27/2020,78449,22.10333333333333,
11/27/2020,78517,22.026666666666667,
11/27/2020,78584,21.886666666666667,
11/27/2020,78651,21.81,
11/27/2020,78719,21.67,
11/27/2020,78786,21.673333333333332,
11/27/2020,78853,21.63,
11/27/2020,78921,21.63,
11/27/2020,78988,21.6,
11/27/2020,79055,21.563333333333333,
11/27/2020,79123,21.536666666666665,
11/27/2020,79190,21.513333333333332,
11/27/2020,79258,21.403333333333332,
11/27/2020,79325,21.32,
11/27/2020,79392,21.30666666666667,
11/27/2020,79460,21.2,
11/27/2020,79527,21.21,
11/27/2020,79594,21.176666666666666,
11/27/2020,79662,21.19333333333333,
11/27/2020,79729,21.276666666666667,
11/27/2020,79797,21.38,
11/27/2020,79864,21.45,
11/27/2020,79931,21.513333333333332,
11/27/2020,79999,21.563333333333333,
11/27/2020,80066,21.593333333333334,
11/27/2020,80133,21.653333333333332,
11/27/2020,80201,21.696666666666665,
11/27/2020,80268,21.74,
11/27/2020,80335,21.766666666666666,
11/27/2020,80403,21.8,
11/27/2020,80470,21.823333333333334,
11/27/2020,80537,21.87,
11/27/2020,80605,21.94,
11/27/2020,80672,21.99,
11/27/2020,80740,22.026666666666667,
11/27/2020,80807,22.09,
11/27/2020,80874,22.116666666666667,
11/27/2020,80942,22.106666666666666,
11/27/2020,81009,22.063333333333333,
11/27/2020,81076,21.996666666666666,
